line_item__resource_id,resource_tags__user__accounting,finance_team,finance_org,account_environment_type,resource_tags__user__owner,resource_tags__user__name,line_item__usage_account_id,line_item__usage_type,identity__line_item_id,identity__time_interval,bill__billing_entity,bill__bill_type,line_item__availability_zone,line_item__line_item_type,line_item__normalized_usage_amount,line_item__product_code,line_item__tax_type,line_item__unblended_cost,line_item__usage_amount,line_item__usage_end_date,line_item__usage_start_date,reservation__number_of_reservations,reservation__subscription_id,reservation__modification_status,reservation__reservation_arn,reservation__effective_cost,savings_plan__purchase_term,savings_plan__savings_plan_arn,savings_plan__savings_plan_effective_cost,product__vcpu,product__region,product__current_generation,batch,dt,resource_tags__user__accounting_environment,reservation__total_reserved_normalized_units,reservation__total_reserved_units,savings_plan__offering_type,reservation__unused_normalized_unit_quantity,product__tenancy,line_item__blended_cost,resource_tags__user__app_name,line_item__operation,pricing__unit,pricing__public_on_demand_rate,reservation__amortized_upfront_fee_for_billing_period,reservation__end_time,savings_plan__start_time,product__operating_system,resource_tags__user__accounting_product,reservation__unused_quantity,reservation__start_time,reservation__unused_amortized_upfront_fee_for_billing_period,product__product_family,reservation__upfront_value,resource_tags__user__project,product__instance_type,product__license_model,product__usagetype,savings_plan__used_commitment,reservation__amortized_upfront_cost_for_usage,savings_plan__total_commitment_to_date,savings_plan__savings_plan_rate,savings_plan__end_time,line_item__line_item_description,product__product_name,account_name,resource_tags__aws__created_by,resource_tags__user__eks_cluster,resource_tags__aws__eks__cluster_name,resource_tags__user__riot__cost_allocation__product,resource_tags__user__riot__deployment__application,resource_tags__user__riot__deployment__environment,resource_tags__user__riot__deployment__location,resource_tags__user__cluster_id,resource_tags__user__sql_endpoint_id,resource_tags__user__component,resource_tags__user__run_name,resource_tags__aws__autoscaling__group_name,resource_tags__json,resource_tags__user__aml_legacy,resource_tags__user__aml_modernized,resource_tags__user__app,resource_tags__user__application,resource_tags__user__cluster_name,resource_tags__user__contact_email,resource_tags__user__env,resource_tags__user__environment,resource_tags__user__rfc190_scope,resource_tags__user__service,resource_tags__user__stack,riot__cost__usage_total,riot__discount__credit_total,riot__discount__refund_total,riot__discount__tax_total,riot__discount__bundled_total,riot__discount__edp_total,riot__discount__ppa_total,riot__discount__net_total,riot__discount__credit_pct,riot__discount__refund_pct,riot__discount__tax_pct,riot__discount__bundled_pct,riot__discount__edp_pct,riot__discount__ppa_pct,riot__discount__net_pct,riot__discount__sp_pct,riot__discount__ri_pct,riot__discount__credit,riot__discount__refund,riot__discount__tax,riot__discount__bundled,riot__discount__edp,riot__discount__ppa,riot__discount__net,riot__discount__sp,riot__discount__ri,riot__cost__market,riot__cost__effective_pre_edp,riot__on_demand_cost,riot__cost__accrual,cost_explorer__service,riot__source_query,riot__excl_from_cost_explorer_accrual,MBR_Tag_Raw,team,scope,riot__mbr_customer,Finance_Tab,year_month
payments-ecs-config-usw1,riot.rpg.payments.riotpay,unassigned,player platform variable,null,paymentsdev@riotgames.com,payments-ecs-config-usw1,729118852700,USW1-USW2-AWS-Out-Bytes,tyvbcwxos3g7fcdslhwegc3322c6itcny3cu6366lq34ybfcvqiq,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonS3,null,0.0000000172,0.0000008661,2025-05-03T21:00:00Z,2025-05-03T06:00:00Z,null,6566979703,null,null,null,null,null,null,null,us-west-1,null,1,2025-05-03,null,null,null,null,null,null,0.0000000172,null,ReadBucketOwnershipControls,GB,0.0200000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,USW1-USW2-AWS-Out-Bytes,null,null,null,null,null,$0.02 per GB - US West (Northern California) data transfer to US West (Oregon),Amazon Simple Storage Service,payments,IAMUser:AIDAI32DZ5ZVYMSKBGZZK:lbernat-tf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.0490000000000001e-7,0,0,0,0,-5.27e-8,0,-5.27e-8,0,0,0,0,-0.2571986334797462,0,-0.2571986334797462,null,null,0,0,0,0,-4.4238164958516345e-9,0,-4.4238164958516345e-9,null,null,null,null,1.2776183504148364E-8,1.2776183504148364E-8,AmazonS3,cur_with_discounts,false,Player Platform,,,Player Platform,OnDemand_Data,2025-05
arn:aws:route53:::hostedzone/Z34QYWHSBIMVF3,riot.wwpub.centralpub.cm,unassigned,publishing,null,lolchanneldev-rg@riotgames.com,Legacy RiotWeb-Test Hosted Zone,362144350652,DNS-Queries,pmb263qticmlap6ak75q3cqzzuea4xmgc4iwg5rynhkmc5epgq4a,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonRoute53,null,0.0000828000,414.0000000000,2025-05-04T00:00:00Z,2025-05-03T00:00:00Z,null,3057645,null,null,null,null,null,null,null,global,null,1,2025-05-03,null,null,null,null,null,null,0.0000847872,null,MX,Queries,0.0000004000,null,null,null,null,null,null,null,null,DNS Query,null,null,null,null,DNS-Queries,null,null,null,null,null,"$0.20 per 1,000,000 queries over 1 Billion queries",Amazon Route 53,riotweb-test,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0001914,0,0,0,0,-0.000049764,0,-0.000049764,0,0,0,0,-0.26,0,-0.26,null,null,0,0,0,0,-0.000021527999999999998,0,-0.000021527999999999998,null,null,null,null,6.127199999999999E-5,6.127199999999999E-5,AmazonRoute53,cur_with_discounts,false,Publishing,,,Publishing,OnDemand_Data,2025-05
dev.simpleauth.leagueoflegends.co.kr,kr.accounts,unassigned,player platform variable,null,kor-dev-rg@riotgames.com,dev.simpleauth.leagueoflegends.co.kr,226868370292,APN2-APS1-AWS-Out-Bytes,3yvsaprxm5ygtlq3ryz7zjp7lwus7d5chwetnkb27d25havrgsla,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonS3,null,0.0000000106,0.0000001322,2025-05-03T14:00:00Z,2025-05-03T13:00:00Z,null,6652205735,null,null,null,null,null,null,null,ap-northeast-2,null,1,2025-05-03,null,null,null,null,null,null,0.0000000106,null,ReadLocation,GB,0.0800000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,APN2-APS1-AWS-Out-Bytes,null,null,null,null,null,$0.080 per GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Singapore),Amazon Simple Storage Service,regional-korea,AssumedRole:AROAIQ3244AAWY6HYYNR6:pjeong,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0000014203999999999996,0,0,0,0,-3.618e-7,0,-3.618e-7,0,0,0,0,-0.2547169811320756,0,-0.2547169811320756,null,null,0,0,0,0,-2.7000000000000014e-9,0,-2.7000000000000014e-9,null,null,null,null,7.9E-9,7.9E-9,AmazonS3,cur_with_discounts,false,Player Platform,,,Player Platform,OnDemand_Data,2025-05
arn:aws:elasticloadbalancing:ap-southeast-1:927640292822:loadbalancer/ejab-pub-xmpp-lb-sa2,central.rpg.ejabberd,unassigned,player platform variable,null,socialinfrastructure@riotgames.com,ejab-pub-xmpp-lb-sa2,927640292822,APS1-LoadBalancerUsage,57vu66ul2sm67mmfzhawowfu7pjrfrgqouscrugnny5zpwvos3jq,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AWSELB,null,0.6720000000,24.0000000000,2025-05-04T00:00:00Z,2025-05-03T00:00:00Z,null,6551950465,null,null,null,null,null,null,null,ap-southeast-1,null,1,2025-05-03,null,null,null,null,null,null,0.6720000000,ejabberd,LoadBalancing,Hrs,0.0280000000,null,null,null,null,null,null,null,null,Load Balancer,null,null,null,null,APS1-LoadBalancerUsage,null,null,null,null,null,$0.028 per LoadBalancer-hour (or partial hour),Elastic Load Balancing,social-infrastructure,AssumedRole:AROAJ5N4VZ44HRQTROEOY:jalituhikya,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,prod,sa2,null,social.ejabberd,null,6.72,0,0,0,0,-1.7472,0,-1.7472,0,0,0,0,-0.26,0,-0.26,null,null,0,0,0,0,-0.17472000000000001,0,-0.17472000000000001,null,null,null,null,0.49728000000000006,0.49728000000000006,AWSELB,cur_with_discounts,false,Player Platform,,,Player Platform,OnDemand_Data,2025-05
arn:aws:cloudfront::259586861161:distribution/E2MLYFG4INUDLK,central.esports-digital.lolesports,unassigned,esports platform and experiences,null,esports-digital-eng@riotgames.com,lolesports-prod-cdn,259586861161,JP-Requests-Tier1,3dxqwtvhv5umttzgfzljog5enlpdjnm7v3klkpixoqfghghuiioa,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonCloudFront,null,1.4055777000,1561753.0000000000,2025-05-04T00:00:00Z,2025-05-03T00:00:00Z,null,6532197337,null,null,null,null,null,null,null,ap-northeast-1,null,1,2025-05-03,null,null,null,null,null,null,1.4055777000,null,GET,Requests,0.0000009000,null,null,null,null,null,null,null,null,Request,null,null,null,null,JP-Requests-Tier1,null,null,null,null,null,"$0.00 per 10,000 Requests for HTTP GET and HEAD requests in Japan",Amazon CloudFront,esports-digital,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,prod,null,null,null,1.4058756000000001,0,0,0,0,0,-1.4058756,-1.4058756,0,0,0,0,0,-0.9999999999999999,-0.9999999999999999,null,null,0,0,0,0,0,-1.4055776999999998,-1.4055776999999998,null,null,null,null,2.220446049250313E-16,2.220446049250313E-16,AmazonCloudFront,cur_with_discounts,false,Esports,,,Esports,OnDemand_Data,2025-05
arn:aws:elasticloadbalancing:us-west-2:222105772811:loadbalancer/net/k8s-kuberhea-nlbdeplo-f3d963e27e/b8b66383bf09714a,riot.tech.infr.ip.rdx.sl,unassigned,infrastructure operations variable,null,tm-rpg-ip-rdxsl@riotgames.com,null,222105772811,USW2-DataTransfer-Regional-Bytes,6dwtghj24nmpv6chuc6ugurntlafy4kneawxuq4n5gkbdd7p4ogq,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AWSELB,null,0.0000002344,0.0000234395,2025-05-03T15:00:00Z,2025-05-03T14:00:00Z,null,9059660052,null,null,null,null,null,null,null,us-west-2,null,1,2025-05-03,null,null,null,null,null,null,0.0000002344,null,LoadBalancing-InterZone-Out,GB,0.0100000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,USW2-DataTransfer-Regional-Bytes,null,null,null,null,null,$0.002 per GB - regional data transfer in/out/between EC2 AZs or using elastic IPs or ELB in US West (Oregon),Elastic Load Balancing,rc3-rdx-prod,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.8741293172999997,0,0,0,0,0,-0.6993034549,-0.6993034549,0,0,0,0,0,-0.8000000012126356,-0.8000000012126356,null,null,0,0,0,0,0,-1.8752000028424179e-7,-1.8752000028424179e-7,null,null,null,null,4.687999971575822E-8,4.687999971575822E-8,AWSELB,cur_with_discounts,false,IO,,,IO,OnDemand_Data,2025-05
vpc-flow-logs-use2-ipdc-prod,gs.plattec.tech.infr.ip.cit.do,unassigned,infrastructure operations variable,null,clops-rg@riotgames.com,null,143256446052,USE2-Requests-Tier2,bmm3utwtfuib25ws425d43ozai6qn5icitoov3etv3yehrdslksq,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonS3,null,0.0000280000,70.0000000000,2025-05-04T00:00:00Z,2025-05-03T00:00:00Z,null,6564767257,null,null,null,null,null,null,null,us-east-2,null,1,2025-05-03,null,null,null,null,null,null,0.0000280000,null,ReadLogProps,Requests,0.0000004000,null,null,null,null,null,null,null,null,API Request,null,null,null,null,USE2-Requests-Tier2,null,null,null,null,null,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,ipdc-prod,AssumedRole:AROASCWV74RSJCA2OGHQP:mfyoma@riotgames.com,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.000084,0,0,0,0,-0.00002184,0,-0.00002184,0,0,0,0,-0.26,0,-0.26,null,null,0,0,0,0,-0.00000728,0,-0.00000728,null,null,null,null,2.0719999999999998E-5,2.0719999999999998E-5,AmazonS3,cur_with_discounts,false,IO,,,IO,OnDemand_Data,2025-05
cf-templates-z5hw6b317lp9-ap-northeast-2,unknown,unassigned,information security,null,null,null,273824311461,APN2-USE1-AWS-Out-Bytes,ctdnuoylhnegmrn3lo7a7wzc26huvvuijmjtb5z3nzhku2ydowdq,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonS3,null,0.0000000256,0.0000003204,2025-05-03T20:00:00Z,2025-05-03T06:00:00Z,null,8892558073,null,null,null,null,null,null,null,ap-northeast-2,null,1,2025-05-03,null,null,null,null,null,null,0.0000000256,null,ReadRequestPaymentProps,GB,0.0800000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,APN2-USE1-AWS-Out-Bytes,null,null,null,null,null,$0.080 per GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),Amazon Simple Storage Service,prodsec-sandbox-2,AssumedRole:AROAT7QJTNCS7XNBXM4FU:dewoods@riotgames.com,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.56e-8,0,0,0,0,-6.8e-9,0,-6.8e-9,0,0,0,0,-0.265625,0,-0.265625,null,null,0,0,0,0,-6.8000000000000005e-9,0,-6.8000000000000005e-9,null,null,null,null,1.88E-8,1.88E-8,AmazonS3,cur_with_discounts,false,InfoSec,,,InfoSec,OnDemand_Data,2025-05
merch-shop-tf-backend-219398600609-us-west-2,unknown,unassigned,consumer products: dtp,null,null,null,219398600609,USW2-Requests-Tier2,umdva5ifbj3gjjxbzpw2jddie7qjcb5qyzmn3arzgw6fv553xvcq,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonS3,null,0.0000096000,24.0000000000,2025-05-04T00:00:00Z,2025-05-03T00:00:00Z,null,6635703694,null,null,null,null,null,null,null,us-west-2,null,1,2025-05-03,null,null,null,null,null,null,0.0000096000,null,ReadBucketInventory,Requests,0.0000004000,null,null,null,null,null,null,null,null,API Request,null,null,null,null,USW2-Requests-Tier2,null,null,null,null,null,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,riot-merch,IAMUser:AIDAINQXQS5CQ5WIL4UIK:merch-svc,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.00038560000000000005,0,0,0,0,-0.000100256,0,-0.000100256,0,0,0,0,-0.25999999999999995,0,-0.25999999999999995,null,null,0,0,0,0,-0.0000024959999999999995,0,-0.0000024959999999999995,null,null,null,null,7.104E-6,7.104E-6,AmazonS3,cur_with_discounts,false,Consumer Products,,,Consumer Products,OnDemand_Data,2025-05
arn:aws:secretsmanager:us-west-2:678423334140:secret:AmazonMSK_cip/globalqa.aws-usw2-rdxstage.kafka.functional-test.kafka/lux/20241202201725237300000001-ikAD7I,central.riot.tech.infr.ip.rdx.csi.710-kafka-cluster-smoketests,unassigned,infrastructure operations variable,null,rdx-csi-rg@riotgames.com,null,678423334140,USW2-AWSSecretsManagerAPIRequest,anyd4xztdwvtknjkhpgsbeefzkshaegf6bjr4ssuzmxclslx4hja,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AWSSecretsManager,null,0.0008800000,176.0000000000,2025-05-04T00:00:00Z,2025-05-03T00:00:00Z,null,4197111554,null,null,null,null,null,null,null,us-west-2,null,1,2025-05-03,null,null,null,null,null,null,0.0008800000,null,DescribeSecret,API Requests,0.0000050000,null,null,null,null,null,null,null,null,API Request,null,null,null,null,USW2-AWSSecretsManagerAPIRequest,null,null,null,null,null,$0.05 per 10000 API Requests,AWS Secrets Manager,rc3-rdx,null,aws_rc3-rdx_usw2_stage,null,null,null,null,null,null,null,null,null,null,null,null,null,null,globalqa.aws-usw2-rdxstage.kafka.functional-test.kafka,null,null,dev,null,null,functional-test.kafka,null,0.008420000000000002,0,0,0,0,-0.0021892,0,-0.0021892,0,0,0,0,-0.25999999999999995,0,-0.25999999999999995,null,null,0,0,0,0,-0.00022879999999999998,0,-0.00022879999999999998,null,null,null,null,6.512E-4,6.512E-4,AWSSecretsManager,cur_with_discounts,false,IO,,,IO,OnDemand_Data,2025-05
arn:aws:ec2:ap-northeast-1:301902669272:natgateway/nat-076928bd7675a89ee,unknown,unassigned,esports platform and experiences,null,null,esports-io-prod-ecs-apne1-vpc1-PRIVATE-AZ-3,301902669272,APN1-DataTransfer-Regional-Bytes,47ngd3lyv2gspliyyvtedlkmwea3nkisht7fhpmi5zlsen3peesq,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonEC2,null,0.0000000099,0.0000009874,2025-05-03T17:00:00Z,2025-05-03T01:00:00Z,null,16169000639,null,null,null,null,null,null,null,ap-northeast-1,null,1,2025-05-03,null,null,null,null,null,null,0.0000000099,null,PublicIP-In,GB,0.0100000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,APN1-DataTransfer-Regional-Bytes,null,null,null,null,null,$0.002 per GB - regional data transfer in/out/between EC2 AZs or using elastic IPs or ELB in Asia Pacific (Tokyo),Amazon Elastic Compute Cloud,esports-io-prod,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.12e-8,0,0,0,0,0,-2.51e-8,-2.51e-8,0,0,0,0,0,-0.8044871794871794,-0.8044871794871794,null,null,0,0,0,0,0,-7.964423076923076e-9,-7.964423076923076e-9,null,null,null,null,1.9355769230769237E-9,1.9355769230769237E-9,AmazonEC2,cur_with_discounts,false,Esports,,,Esports,OnDemand_Data,2025-05
kor-loyalty-gc,kr.accounts,unassigned,player platform variable,null,kor-dev-rg@riotgames.com,kor-loyalty-gc,226868370292,APN2-EUN1-AWS-Out-Bytes,lwaekywl6ji64akh7huu77a6w7r644rrp4a5mxpljw25i6vh4h2q,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonS3,null,0.0000000212,0.0000002645,2025-05-03T14:00:00Z,2025-05-03T13:00:00Z,null,6652205735,null,null,null,null,null,null,null,ap-northeast-2,null,1,2025-05-03,null,null,null,null,null,null,0.0000000212,null,ReadLocation,GB,0.0800000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,APN2-EUN1-AWS-Out-Bytes,null,null,null,null,null,USD 0.08 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),Amazon Simple Storage Service,regional-korea,AssumedRole:AROAIQ3244AAWY6HYYNR6:tchi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0000028089999999999993,0,0,0,0,-7.286e-7,0,-7.286e-7,0,0,0,0,-0.25938056247775015,0,-0.25938056247775015,null,null,0,0,0,0,-5.498867924528303e-9,0,-5.498867924528303e-9,null,null,null,null,1.57011320754717E-8,1.57011320754717E-8,AmazonS3,cur_with_discounts,false,Player Platform,,,Player Platform,OnDemand_Data,2025-05
null,unknown,unassigned,infrastructure operations variable,null,null,null,767397916703,eu-central-1-KMS-Requests,xq2ztszsigug5iuo7vdlm44vf3fa72ixxav5lgzg5eqa56lvxe2a,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,awskms,null,0.0000060000,2.0000000000,2025-05-03T20:00:00Z,2025-05-03T05:00:00Z,null,16468087528,null,null,null,null,null,null,null,eu-central-1,null,1,2025-05-03,null,null,null,null,null,null,0.0000059988,null,DescribeCustomKeyStores,Requests,0.0000030000,null,null,null,null,null,null,null,null,API Request,null,null,null,null,eu-central-1-KMS-Requests,null,null,null,null,null,$0.03 per 10000 KMS requests in EU (Frankfurt),AWS Key Management Service,plattech-sa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.000006,0,0,0,0,-0.00000156,0,-0.00000156,0,0,0,0,-0.26,0,-0.26,null,null,0,0,0,0,-0.00000156,0,-0.00000156,null,null,null,null,4.44E-6,4.44E-6,awskms,cur_with_discounts,false,IO,,,IO,OnDemand_Data,2025-05
arn:aws:rds:us-west-2:807217451568:db:devcon-prod-usw2-sonarqube,riot.tech.devcon,unassigned,devcon variable,null,developer-connections-rg@riotgames.com,devcon-prod-usw2-sonarqube,807217451568,USW2-DataTransfer-Out-Bytes,mbhmfuiqvz6q7kk4gvizd4f7k3tj44q32uq5fdc2rrozfb4z5plq,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonRDS,null,0.0000003187,0.0000063695,2025-05-04T00:00:00Z,2025-05-03T00:00:00Z,null,6643075970,null,null,null,null,null,null,null,us-west-2,null,1,2025-05-03,prod,null,null,null,null,null,0.0000003240,null,Not Applicable,GB,0.0900000000,null,null,null,null,sonarqube,null,null,null,Data Transfer,null,null,null,null,USW2-DataTransfer-Out-Bytes,null,null,null,null,null,$0.0125 per GB - Data Transfer Out to the Internet from US West (Oregon),Amazon Relational Database Service,engineering-operations,AssumedRole:AROA3X4PI2IYNY66JFJRM:rmarin@riotgames.com,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,sonarqube,null,null,null,null,null,null,null,0.00007443039999999999,0,0,0,0,0,-0.0000558251,-0.0000558251,0,0,0,0,0,-0.7500309013521358,-0.7500309013521358,null,null,0,0,0,0,0,-2.390348482609257e-7,-2.390348482609257e-7,null,null,null,null,7.966515173907432E-8,7.966515173907432E-8,AmazonRDS,cur_with_discounts,false,DevCon,,,DevCon,OnDemand_Data,2025-05
null,unknown,unassigned,esports platform and experiences,null,null,null,593750039361,APN1-DataTransfer-Out-Bytes,gkjkxayza3p6gxnnnc24asyuuy4ezplbszl2pumg7wkjoqzebpca,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonSWF,null,0.0000000114,0.0000001342,2025-05-03T20:00:00Z,2025-05-03T00:00:00Z,null,16195418248,null,null,null,null,null,null,null,ap-northeast-1,null,1,2025-05-03,null,null,null,null,null,null,0.0000000112,null,Unknown,GB,0.1140000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,APN1-DataTransfer-Out-Bytes,null,null,null,null,null,$0.0202 per GB - Data Transfer Out to the Internet from Asia Pacific (Tokyo),Amazon Simple Workflow Service,esports-io-dev,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.14e-8,0,0,0,0,0,-8.8e-9,-8.8e-9,0,0,0,0,0,-0.7719298245614035,-0.7719298245614035,null,null,0,0,0,0,0,-8.8e-9,-8.8e-9,null,null,null,null,2.6E-9,2.6E-9,AmazonSWF,cur_with_discounts,false,Esports,,,Esports,OnDemand_Data,2025-05
aws-rc3-data-prod-euc1-prod-kcp,riot.tech.infr.ip.rdx.sp,unassigned,data foundations variable,null,tm-rdx-sp@riotgames.com,aws-rc3-data-prod-euc1-prod-kcp,709167600909,EUC1-USW2-AWS-Out-Bytes,7o6kb6mpcoqd2bsmh2l6lic4zmj7izc3g7v7ptjwgugcbzikee4a,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonS3,null,0.0000002262,0.0000113046,2025-05-03T20:00:00Z,2025-05-03T01:00:00Z,null,15928183204,null,null,null,null,null,null,null,eu-central-1,null,1,2025-05-03,null,null,null,null,null,null,0.0000002262,null,ReadLogProps,GB,0.0200000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,EUC1-USW2-AWS-Out-Bytes,null,null,null,null,null,$0.02 per GB - EU (Germany) data transfer to US West (Oregon),Amazon Simple Storage Service,rc3-data-prod,IAMUser:AIDA2KHNO2UGQ7ZG2IGSC:svc-rce-jenkins,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.262e-7,0,0,0,0,-5.88e-8,0,-5.88e-8,0,0,0,0,-0.259946949602122,0,-0.259946949602122,null,null,0,0,0,0,-5.88e-8,0,-5.88e-8,null,null,null,null,1.674E-7,1.674E-7,AmazonS3,cur_with_discounts,false,Riot Data,,,Riot Data,OnDemand_Data,2025-05
i-00cc05a18268c7131,central.gs.plattec.gtg.ac,unassigned,anticheat variable,null,anticheat-rg@riotgames.com,vg-db-ap-restrictions-2,834609768699,APS1-DataTransfer-Regional-Bytes,ow7fgsjmsvvlf6jir7l7ebyoe5gdpckso7duwe4yzt5utawmtgka,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonEC2,null,0.1615477191,16.1547719053,2025-05-04T00:00:00Z,2025-05-03T00:00:00Z,null,6607034762,null,null,null,null,null,null,null,ap-southeast-1,null,1,2025-05-03,null,null,null,null,null,null,0.1615477191,null,InterZone-In,GB,0.0100000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,APS1-DataTransfer-Regional-Bytes,null,null,null,null,null,$0.002 per GB - regional data transfer in/out/between EC2 AZs or using elastic IPs or ELB in Asia Pacific (Singapore),Amazon Elastic Compute Cloud,anticheat,AssumedRole:AROA4EUU6ND5RORXTKJNZ:jcdiaz@riotgames.com,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,749.8307140098,0,0,0,0,0,-599.8645712061,-599.8645712061,0,0,0,0,0,-0.7999999999976795,-0.7999999999976795,null,null,0,0,0,0,0,-0.1292381752796251,-0.1292381752796251,null,null,null,null,0.032309543820374875,0.032309543820374875,AmazonEC2,cur_with_discounts,false,Anticheat,,,Anticheat,OnDemand_Data,2025-05
stage.restriction.kr.riotgames.com,kr.dev,unassigned,player platform variable,null,kor-dev-rg@riotgames.com,http://stage.restriction.kr.riotgames.com/,226868370292,APN2-EUN1-AWS-Out-Bytes,46hmo36g7qgndswtlx53pwoig6bsd2ga4xcez3vpo2rms66txj6a,2025-05-03T00:00:00Z/2025-05-04T00:00:00Z,AWS,Anniversary,null,Usage,null,AmazonS3,null,0.0000000212,0.0000002645,2025-05-03T14:00:00Z,2025-05-03T13:00:00Z,null,6652205735,null,null,null,null,null,null,null,ap-northeast-2,null,1,2025-05-03,null,null,null,null,null,null,0.0000000212,null,ReadLocation,GB,0.0800000000,null,null,null,null,null,null,null,null,Data Transfer,null,null,null,null,APN2-EUN1-AWS-Out-Bytes,null,null,null,null,null,USD 0.08 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),Amazon Simple Storage Service,regional-korea,AssumedRole:AROAIQ3244AAWY6HYYNR6:dchae,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0000028089999999999993,0,0,0,0,-7.286e-7,0,-7.286e-7,0,0,0,0,-0.25938056247775015,0,-0.25938056247775015,null,null,0,0,0,0,-5.498867924528303e-9,0,-5.498867924528303e-9,null,null,null,null,1.57011320754717E-8,1.57011320754717E-8,AmazonS3,cur_with_discounts,false,Player Platform,,,Player Platform,OnDemand_Data,2025-05
